Frame,Latitude,Longitude,Location,Defects,Defect Count
frame_00000.jpg,19.131049,74.728354,"Ahmadnagar, Maharashtra, India, Sai Mauli Super Speciality Hospital Ashtavinayak Colony,, Nandanvan Nagar, Pipeline Rd, Ashtavinayak Colony, Savedi,, Ahmadnagar, Maharashtra 414003, India",None,0
frame_00001.jpg,19.13107,74.728274,"Ahmadnagar, Maharashtra, India, India, Pipeline Rd, Near Tulajabhavani Mandir, Ashtavinayak, Colony, Savedi, Ahmadnagar, Maharashtra 414003, India",None,0
frame_00002.jpg,19.131096,74.728169,"Ahmadnagar, Maharashtra, India, 1, Pipeline Rd, Savedi, Ahmadnagar, Maharashtra, 414003, India",None,0
frame_00003.jpg,19.131124,74.728054,"Ahmadnagar, Maharashtra, India, 1, Pipeline Rd, Savedi, Anmadnagar, Maharashtra, 414003, India",None,0
frame_00004.jpg,19.131154,74.727926,"Ahmadnagar, Maharashtra, India, Shop No. 2, Shraddha Lifestyle, Pipeline Rd, Opp., Tuljabhavani Mandir, Savedi, Anhmadnagar, Maharashtra, 414003, India",None,0
frame_00005.jpg,19.131154,74.727926,"Ahmadnagar, Maharashtra, India, Shop No. 2, Shraddha Lifestyle, Pipeline Rd, Opp., Tuljabhavani Mandir, Savedi, Ahmadnagar, Maharashtra, 414003, India",None,0
frame_00006.jpg,19.131184,74.72779,"Ahmadnagar, Maharashtra, India, Mahadev Apartments, Nandanvan Nagar,, Ahmadnagar, Maharashtra 414003, India",None,0
frame_00007.jpg,19.131239,74.72752,"SeAeaae, Maharashtra, India, A4pjg+fxw, Pipeline Rd, Nandanvan Nagar, Heder,, Maharashtra 414003, India",None,0
frame_00008.jpg,19.131306,74.727236,"seed, Maharashtra, India, Shop No, 1, Pipeline Rd, Savedi, Hele,, Maharashtra 414003, India, A Lat 19.131306° Long 74.727236° Ss",None,0
frame_00009.jpg,19.131333,74.727099,"927211 42 79, ! 7498735193, Ahmadnagar, Maharashtra, India, A4pjg+frv, Pipeline Rd, Near My Cinema Esquare,, Savedi, Ahmadnagar, Maharashtra 414003, India, i ‘ >. : = ay ' = ; r J ""4 * 2 ms), x a t ae ‘ - - L nm .",None,0
frame_00010.jpg,19.131333,74.727099,"Ahmadnagar, MaharasnNtra, India, 4pjg+frv, Pipeline Rd, Near My Cinema Esquare,, Savedi, Anmadnagar, Maharashtra 414003, India, » Lat 19.131333° Long 74.727099°, aa > 7",None,0
frame_00011.jpg,19.131361,74.726965,"Ahmadnagar, Maharashtra, India, Apjg+frv, Pipeline Rd, Near My Cinema Esquare,, Savedi, Anmadnagar, Maharashtra 414003, India, _ Lat 19.131361° Long 74.726965°",None,0
frame_00012.jpg,19.131393,74.72683,"Ahmadnagar, Maharashtra, India, 41, Savedi, Anmadnagar, Maharashtra 414003, India",None,0
frame_00013.jpg,19.131393,74.72683,"Ahmadnagar, Maharashtra, India, 41, Savedi, Anmadnagar, Maharashtra 414003, India",None,0
frame_00014.jpg,19.131456,74.726555,"Ahmadnagar, MaharasnNtra, India, 41, Savedi, Anmadnagar, Maharashtra 414003, India",None,0
frame_00015.jpg,19.131509,74.726264,"Vax AN a a, Ahmadnagar, Maharashtra, India, A4pjg+p82, Sneha Nagari, Nandanvan Nagar,, Ahmadnagar, Maharashtra 414003, India",None,0
frame_00016.jpg,19.131509,74.726264,"| Sy gence lr b, Ahmadnagar, Maharashtra, India (yay, A4pjg+p82, Sneha Nagari, Nandanvan Nagar, *, Ahmadnagar, Maharashtra 414003, India, “at j Lat 19.131509° Long 74.726264°",None,0
frame_00017.jpg,19.131539,74.726123,"Ahmadnagar, Maharashtra, India, 4pjg+p82, Sneha Nagari, Nandanvan Nagar,, Ahmadnagar, Maharashtra 414003, India",None,0
frame_00018.jpg,19.131576,74.725983,"Ahmadnagar, Maharashtra, India, 4pjg+p82, Sneha Nagari, Nandanvan Nagar,, Ahmadnagar, Maharashtra 414003, India",None,0
frame_00019.jpg,19.131772,74.72518,"Ahmadnagar, MaharasnNtra, India, 2, Pipeline Rd, Savedi, Anmadnagar, Maharashtra, 414003, India",None,0
frame_00020.jpg,19.13181,74.725045,"=i Wy, ran TATA, Sesensccisl)  oo.,, ee |, Ahmadnagar, MaharasnNtra, India, | 2, Pipeline Rd, Savedi, Anmadnagar, Maharashtra, 414003, India, | ha ee Pe, Ls ve |",None,0
frame_00021.jpg,19.13181,74.725045,"aN ih ne He, mn — maa mitt mT, ‘. Aske bis 51 ali, a a — eal wy, Ahmadnagar, Maharashtra, India, 2, Pipeline Rd, Savedi, Anmadnagar, Maharashtra, 414003, India",manhole: 1,1
frame_00022.jpg,19.131848,74.724904,"Ahmadnagar, MaharasnNtra, India, Shop 2, Pipeline Rd, Savedi, Anmadnagar,, Maharashtra 414001, India, wee Lat 19.131848° Long 74.724904°, et art, 1 TU, PTTL",None,0
frame_00023.jpg,19.131848,74.724904,"wit mo mitt, me Hw), ma mi ws, i iL U, Ahmadnagar, Maharashtra, India =, Shop 2, Pipeline Rd, Savedi, Anmadnagar,, Maharashtra 414001, India, pees Lat 19.131848° Long 74.724904°, Miia",None,0
frame_00024.jpg,19.132106,74.723501,"Ahmadnagar, MaharasnNtra, India, Apjf+qjg, Pipeline Rd, Don Bosco Area,, Ahmadnagar, Maharashtra 414003, India",None,0
frame_00025.jpg,19.132106,74.723501,"Ahmadnagar, MaharasnNtra, India, Apjf+qjq, Pipeline Rd, Don Bosco Area,, Ahmadnagar, Maharashtra 414003, India",None,0
